Site,Conductivity
WCOhRv0120,278
WCOhRv0120,245.5
WCOhRv0120,341.2
WCOhRv0120,326.9
WCOhRv0120,224.2
WCOhRv0120,252.9
WCOhRv0120,279.6
WCOhRv0120,250.4
WCOhRv0120,269
WCOhRv0120,292.1
WCOhRv0120,284.8
WCOhRv0121,251.7
WCOhRv0121,360.4
WCOhRv0121,426.1
WCOhRv0121,587.9
WCOhRv0119,311
WCOhRv0119,318
WCOhRv0119,324
WCOhRv0119,333
WCOhRv0119,339
WCOhRv0119,344
WCOhRv0119,351
WCOhRv0119,361
WCOhRv0119,390
WCOhRv0119,415
