Site,Conductivity
WCNoFr0320,439.1
WCNoFr0320,499.4
WCNoFr0320,419.7
WCNoFr0320,338.6
WCNoFr0320,359.7
WCNoFr0320,424.4
WCNoFr0320,386.1
WCNoFr0320,376
WCNoFr0320,417
WCNoFr0321,513.6
WCNoFr0321,466.4
WCNoFr0321,469.2
WCNoFr0321,471.6
WCNoFr0321,508
WCNoFr0321,437.8
WCNoFr0321,391.1
WCNoFr0321,452.1
WCNoFr0321,455.6
WCNoFr0321,446.2
WCNoFr0321,368.5
WCNoFr0319,309
WCNoFr0319,351
WCNoFr0319,368
WCNoFr0319,411
