Site,Conductivity
WCNoFr0220,338.1
WCNoFr0220,621.6
WCNoFr0220,327.9
WCNoFr0220,440.8
WCNoFr0220,461.6
WCNoFr0220,521.6
WCNoFr0220,504.8
WCNoFr0220,458.5
WCNoFr0220,489.9
WCNoFr0221,656.8
WCNoFr0221,590.3
WCNoFr0221,741.9
WCNoFr0221,631.6
WCNoFr0221,655.4
WCNoFr0221,577.3
WCNoFr0221,523.7
WCNoFr0221,587.7
WCNoFr0221,612.7
WCNoFr0221,598.1
WCNoFr0221,692.8
WCNoFr0219,309
WCNoFr0219,347
WCNoFr0219,351
WCNoFr0219,368
WCNoFr0219,411
