Site,Conductivity,Chloride
ShCr0319,624.5,42.63
ShCr0319,607,38.61
ShCr0319,534.6,40.64
ShCr0319,521.9,30.01
ShCr0319,563,39.9
ShCr0319,604,27.75
ShCr0319,612,28.6
ShCr0319,509.2,26.61
ShCr0319,674,
ShCr0319,804,
ShCr0320,615,
ShCr0320,657,
ShCr0320,662,
ShCr0320,584,30.84
ShCr0320,643,27.8
ShCr0320,592,48.99
ShCr0320,742,69.58
ShCr0320,817,69.92
ShCr0320,840,72.3
ShCr0321,495.9,28.9
ShCr0321,578,37.37
ShCr0321,659,44.93
