Date,Julian Day,Time,Air Temp,Site,Conductivity,Water Temp,pH,Salinity,Turbidity,DO,Chloride,,,,
7/9/2020,921,9:06,25.56,WeCr03,545,26,7.93,0.26,27.78,4.59,35.19,,,,
7/29/2020,941,10:04,25.56,WeCr03,487.5,23.6,7.7,0.23,13.75,4.61,57.63,,,,
8/3/2020,946,8:46,21.11,WeCr03,558,22.2,7.85,0.27,13.65,5.53,63.09,,,,
8/11/2020,954,9:05,21.11,WeCr03,615,23.9,7.8,0.3,16.28,3.79,76.65,,,,
8/19/2020,962,13:23,25,WeCr03,637,24,7.94,0.31,18.65,6.27,75.42,,,,
8/26/2020,969,14:31,26.67,WeCr03,545,25.8,8.36,0.26,26.98,7.3,89.26,,,,
9/2/2020,976,14:17,25,WeCr03,480.2,23.3,7.99,0.23,196.75,5.59,50.98,,,,
9/9/2020,983,12:50,28.33,WeCr03,530,25,7.41,0.25,48.6,6.31,45.78,,,,
9/16/2020,990,14:24,23.33,WeCr03,582,20.3,8,0.29,6.93,6.42,60.44,,,,
9/23/2020,997,12:34,21.67,WeCr03,640,17.8,7.19,0.31,4.4,6.67,72.59,,,,
9/30/2020,1004,12:21,15.56,WeCr03,646,16.9,7.9,0.32,11.06,7.36,65.38,,,,
6/5/2020,887,13:13,23.89,WeCr07,434.2,20.1,8.28,0.21,,7.44,58.14,,,,
6/10/2020,892,10:23,26.67,WeCr07,508.8,22.1,8.29,0.25,7.26,8.48,,,,,
6/17/2020,899,11:15,21.11,WeCr07,454.4,18.3,8.48,0.22,8.07,8.5,,,,,
6/22/2020,904,9:54,23.33,WeCr07,561,21.7,8.42,0.27,,7.88,,,,,
7/1/2020,913,10:09,26.67,WeCr07,496.7,21,8.5,0.24,14.45,7.67,28.47,,,,
7/9/2020,921,10:17,28.33,WeCr07,587,23.6,8.63,0.28,6.07,6.99,35.96,,,,
8/3/2020,946,9:20,21.11,WeCr07,552,20.6,8.24,0.27,16,7.4,60.64,,,,
8/11/2020,954,9:45,21.11,WeCr07,571,22.4,8.12,0.28,24.75,6.28,78.31,,,,
8/19/2020,962,13:46,25,WeCr07,560,27.1,8.63,0.27,5.79,8,81.74,,,,
8/26/2020,969,14:53,29.44,WeCr07,598,25.5,8.66,0.29,13.15,9.09,88.57,,,,
9/2/2020,976,14:48,25,WeCr07,474.8,22.6,8.28,0.23,78.9,7.62,47.91,,,,
9/9/2020,983,13:17,28.33,WeCr07,607,23.4,7.88,0.29,30.4,5.02,62.3,,,,
9/16/2020,990,14:53,23.33,WeCr07,656,19.5,9.08,0.32,2.93,8.19,62.59,,,,
9/23/2020,997,12:57,21.67,WeCr07,705,14.4,8.22,0.35,1.42,9.52,80.85,,,,
9/30/2020,1004,12:40,15.56,WeCr07,665,15.8,8.27,0.33,2.44,8.57,66.65,,,,
6/5/2020,887,13:23,23.89,WeCr09,417.5,22.5,8.19,0.2,,5.86,39.7,,,,
6/10/2020,892,10:39,27.2,WeCr09,462.9,24.9,8.12,0.22,12.78,4.22,,,,,
6/17/2020,899,11:23,21.11,WeCr09,496.2,20.5,8.27,0.24,10,6.86,,,,,
6/22/2020,904,10:08,23.33,WeCr09,509,25,8.08,0.24,,4.18,,,,,
7/1/2020,913,10:22,26.67,WeCr09,397.1,23.5,8.14,0.19,41.08,5.31,13.85,,,,
7/9/2020,921,10:34,28.33,WeCr09,500,26.4,8.27,0.24,25.33,4.53,22.68,,,,
7/29/2020,941,10:50,25.56,WeCr09,429.7,24.6,8.22,0.21,14.5,8.33,39.54,,,,
8/3/2020,946,9:33,21.11,WeCr09,558,22.6,8.28,0.27,11.08,5.31,53.25,,,,
8/11/2020,954,9:57,21.11,WeCr09,505,24.8,7.99,0.24,15.98,3.57,63.55,,,,
8/19/2020,962,13:55,25,WeCr09,358.1,25.2,8.9,0.17,12.85,8.18,46.32,,,,
8/26/2020,969,15:02,29.44,WeCr09,519,26.5,8.86,0.25,16.5,8.99,69.97,,,,
9/2/2020,976,14:57,25,WeCr09,510,24.2,7.75,0.25,85.4,4.51,50.09,,,,
9/9/2020,983,13:26,28.33,WeCr09,326,24.9,8.06,0.15,57.4,5.93,31.1,,,,
9/16/2020,990,15:06,23.33,WeCr09,498.8,20.9,8.78,0.24,12.63,5.95,38.15,,,,
9/23/2020,997,13:07,21.67,WeCr09,529.4,16.6,8.16,0.26,11.23,6.56,47.46,,,,
9/30/2020,1004,12:58,15.56,WeCr09,540.2,17.4,8.16,0.26,7.54,6.63,54.48,,,,
6/5/2020,887,13:33,23.89,WeCr11,436,20.2,8.35,0.21,,8.14,62.46,,,,
6/10/2020,892,11:08,27.2,WeCr11,510,22.4,8.31,0.25,9.08,7.1,,,,,
6/17/2020,899,11:34,21.11,WeCr11,539,18.5,8.41,0.26,24.93,9.3,,,,,
6/22/2020,904,10:22,23.33,WeCr11,557,21.9,8.45,0.27,,7.97,,,,,
7/1/2020,913,10:38,26.67,WeCr11,507.5,21.3,8.49,0.25,13.13,7.18,26.99,,,,
7/9/2020,921,10:53,28.33,WeCr11,587,23.9,8.6,0.28,25.48,6.5,34.8,,,,
7/29/2020,941,11:12,25.56,WeCr11,509.7,22.7,8.29,0.25,6.71,6.48,52.12,,,,
8/3/2020,946,9:49,23.89,WeCr11,553,20.7,8.25,0.27,10.7,6.93,65.01,,,,
8/11/2020,954,10:11,22.22,WeCr11,648,22.4,8.13,0.31,11.78,5.6,73.03,,,,
8/19/2020,962,14:06,25,WeCr11,701,24.6,8.6,0.34,7.85,7.37,72.41,,,,
9/2/2020,976,15:09,25,WeCr11,477.5,22.8,8.23,0.23,181,6.69,48.12,,,,
9/16/2020,990,15:22,23.33,WeCr11,641,20.5,9.21,0.31,15.2,7.95,58.33,,,,
9/23/2020,997,13:18,21.67,WeCr11,696,16.3,8.25,0.34,11.38,9.26,72.69,,,,
9/30/2020,1004,13:09,15.56,WeCr11,655,16.7,8.28,0.32,2.97,8.66,62.33,,,,
6/5/2020,887,10:16,20.56,WrCr,414.4,16.9,8.23,0.2,,6.84,9.36,,,,
6/9/2020,891,10:20,23.56,WrCr,433.1,15.2,8.12,0.21,,8.85,,,,,
6/17/2020,899,8:27,16.67,WrCr,444.7,14.4,8.25,0.22,58.9,9.56,,,,,
6/23/2020,905,8:26,21.11,WrCr,438.4,17.9,8.25,0.21,,7.77,,,,,
6/29/2020,911,8:59,20.56,WrCr,433.7,17.8,8.29,0.21,45.83,7.96,2.82,,,,
7/8/2020,920,8:30,21.67,WrCr,420.7,18.9,8.22,0.21,,7.89,3.07,,,,
8/4/2020,947,9:29,21.11,WrCr,470.1,18.7,8.2,0.23,36.33,6.57,8.89,,,,
8/12/2020,955,9:18,23.89,WrCr,484.8,19.1,8.22,0.23,22.08,6.06,7.76,,,,
8/19/2020,962,11:41,23.59,WrCr,476.7,17.3,8.25,0.23,19.85,6.12,11.6,,,,
8/26/2020,969,12:08,23.89,WrCr,475.7,18.5,8.16,0.23,25.2,6.58,10.31,,,,
9/2/2020,976,11:52,24.44,WrCr,390.7,20.4,8.03,0.19,50.5,6.97,5.44,,,,
9/9/2020,983,14:52,29.44,WrCr,453.1,19.6,8.22,0.22,58.2,6.16,4.99,,,,
9/16/2020,990,16:21,24.44,WrCr,481.2,16,8.92,0.23,28.1,6.74,7.94,,,,
9/23/2020,997,14:54,23.89,WrCr,465.5,12.9,8.07,0.23,11.25,7.7,7.11,,,,
9/30/2020,1004,14:40,16.67,WrCr,445.3,14.1,8.08,0.22,15.98,6.55,5.63,,,,
